"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"axon-configuration-4.11.0",,,true,,,1,760,110,103,45,1,45,"/org/axonframework/config -> /org/axonframework/disruptor/commandhandling,/org/axonframework/config -> /org/axonframework/modelling/command,/org/axonframework/config -> /org/axonframework/modelling/command/inspection,/org/axonframework/config -> /org/axonframework/modelling/saga","axon-configuration-4.11.0 -> axon-disruptor-4.11.0,axon-configuration-4.11.0 -> axon-modelling-4.11.0,axon-configuration-4.11.0 -> axon-eventsourcing-4.11.0,axon-configuration-4.11.0 -> axon-messaging-4.11.0","",""
"axon-configuration-4.11.0",,,true,,,2,1593,101,88,10,1,10,"/org/axonframework/config -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/config -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/config -> /org/axonframework/commandhandling/callbacks,/org/axonframework/config -> /org/axonframework/common/io","axon-configuration-4.11.0 -> axon-modelling-4.11.0,axon-configuration-4.11.0 -> axon-eventsourcing-4.11.0,axon-configuration-4.11.0 -> axon-messaging-4.11.0","",""
"axon-disruptor-4.11.0",,,true,,,1,760,110,103,13,1,13,"/org/axonframework/disruptor/commandhandling -> /org/axonframework/modelling/command,/org/axonframework/disruptor/commandhandling -> /org/axonframework/modelling/command/inspection,/org/axonframework/disruptor/commandhandling -> /org/axonframework/eventsourcing,/org/axonframework/disruptor/commandhandling -> /org/axonframework/eventsourcing/eventstore","axon-disruptor-4.11.0 -> axon-modelling-4.11.0,axon-disruptor-4.11.0 -> axon-eventsourcing-4.11.0,axon-disruptor-4.11.0 -> axon-messaging-4.11.0","",""
"axon-disruptor-4.11.0",,,true,,,2,1593,101,88,18,1,18,"/org/axonframework/disruptor/commandhandling -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/disruptor/commandhandling -> /org/axonframework/eventsourcing/snapshotting,/org/axonframework/disruptor/commandhandling -> /org/axonframework/common/annotation,/org/axonframework/disruptor/commandhandling -> /org/axonframework/common/io","axon-disruptor-4.11.0 -> axon-eventsourcing-4.11.0,axon-disruptor-4.11.0 -> axon-messaging-4.11.0","",""
"axon-disruptor-4.11.0",,,true,,,3,1146,97,60,6,1,6,"/org/axonframework/disruptor/commandhandling -> /org/axonframework/eventhandling/async,/org/axonframework/disruptor/commandhandling -> /org/axonframework/eventhandling/replay,/org/axonframework/disruptor/commandhandling -> /org/axonframework/eventhandling/tokenstore,/org/axonframework/disruptor/commandhandling -> /org/axonframework/queryhandling","axon-disruptor-4.11.0 -> axon-messaging-4.11.0","",""
"axon-disruptor-4.11.0",,,true,,,4,204,61,21,2,1,2,"/org/axonframework/disruptor/commandhandling -> /org/axonframework/messaging/responsetypes,/org/axonframework/disruptor/commandhandling -> /org/axonframework/queryhandling/registration","axon-disruptor-4.11.0 -> axon-messaging-4.11.0","",""
"axon-eventsourcing-4.11.0",,,false,,,1,760,110,103,15,8,7,"/org/axonframework/eventsourcing/eventstore -> /org/axonframework/eventsourcing,/org/axonframework/eventsourcing -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/eventsourcing -> /org/axonframework/eventsourcing/eventstore,/org/axonframework/eventsourcing/conflictresolution -> /org/axonframework/eventsourcing/eventstore","axon-eventsourcing-4.11.0 -> axon-eventsourcing-4.11.0","",""
"axon-eventsourcing-4.11.0",,,false,,,2,1593,101,88,11,8,4,"/org/axonframework/eventsourcing/conflictresolution -> /org/axonframework/eventsourcing,/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/eventsourcing,/org/axonframework/eventsourcing/eventstore/jdbc -> /org/axonframework/eventsourcing,/org/axonframework/eventsourcing/eventstore/jpa -> /org/axonframework/eventsourcing","axon-eventsourcing-4.11.0 -> axon-eventsourcing-4.11.0","",""
"axon-eventsourcing-4.11.0",,,false,,,3,1146,97,60,5,5,2,"/org/axonframework/eventsourcing/eventstore/jdbc/statements -> /org/axonframework/eventsourcing,/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/eventsourcing/eventstore/jdbc -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/eventsourcing/eventstore/jpa -> /org/axonframework/eventsourcing/conflictresolution","axon-eventsourcing-4.11.0 -> axon-eventsourcing-4.11.0","",""
"axon-eventsourcing-4.11.0",,,false,,,4,204,61,21,1,1,1,"/org/axonframework/eventsourcing/eventstore/jdbc/statements -> /org/axonframework/eventsourcing/conflictresolution","axon-eventsourcing-4.11.0 -> axon-eventsourcing-4.11.0","",""
"axon-eventsourcing-4.11.0",,,true,,,1,760,110,103,67,9,22,"/org/axonframework/eventsourcing -> /org/axonframework/modelling/command,/org/axonframework/eventsourcing/conflictresolution -> /org/axonframework/modelling/command,/org/axonframework/eventsourcing/eventstore -> /org/axonframework/modelling/command,/org/axonframework/eventsourcing/eventstore/jdbc -> /org/axonframework/modelling/command","axon-eventsourcing-4.11.0 -> axon-modelling-4.11.0,axon-eventsourcing-4.11.0 -> axon-messaging-4.11.0","",""
"axon-eventsourcing-4.11.0",,,true,,,2,1593,101,88,168,9,32,"/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/modelling/command,/org/axonframework/eventsourcing/eventstore/jdbc/statements -> /org/axonframework/modelling/command,/org/axonframework/eventsourcing/eventstore/jpa -> /org/axonframework/modelling/command,/org/axonframework/eventsourcing/eventstore/legacyjpa -> /org/axonframework/modelling/command","axon-eventsourcing-4.11.0 -> axon-modelling-4.11.0,axon-eventsourcing-4.11.0 -> axon-messaging-4.11.0","",""
"axon-eventsourcing-4.11.0",,,true,,,3,1146,97,60,68,9,17,"/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/modelling/command/inspection,/org/axonframework/eventsourcing/eventstore/jdbc/statements -> /org/axonframework/modelling/command/inspection,/org/axonframework/eventsourcing/eventstore/jpa -> /org/axonframework/modelling/command/inspection,/org/axonframework/eventsourcing/eventstore/legacyjpa -> /org/axonframework/modelling/command/inspection","axon-eventsourcing-4.11.0 -> axon-modelling-4.11.0,axon-eventsourcing-4.11.0 -> axon-messaging-4.11.0","",""
"axon-eventsourcing-4.11.0",,,true,,,4,204,61,21,6,3,4,"/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/commandhandling/callbacks,/org/axonframework/eventsourcing/eventstore/jdbc/statements -> /org/axonframework/common/caching,/org/axonframework/eventsourcing/conflictresolution -> /org/axonframework/messaging/responsetypes,/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/messaging/responsetypes","axon-eventsourcing-4.11.0 -> axon-messaging-4.11.0","",""
"axon-messaging-4.11.0",,,false,,,1,760,110,103,311,61,41,"/org/axonframework/messaging/timeout -> /org/axonframework/commandhandling,/org/axonframework/serialization -> /org/axonframework/commandhandling,/org/axonframework/tracing -> /org/axonframework/commandhandling,/org/axonframework/tracing/attributes -> /org/axonframework/commandhandling","axon-messaging-4.11.0 -> axon-messaging-4.11.0","",""
"axon-messaging-4.11.0",,,false,,,2,1593,101,88,586,53,30,"/org/axonframework/eventhandling/deadletter/jdbc -> /org/axonframework/commandhandling,/org/axonframework/eventhandling/deadletter/jpa -> /org/axonframework/commandhandling,/org/axonframework/eventhandling/deadletter/legacyjpa -> /org/axonframework/commandhandling,/org/axonframework/eventhandling/pooled -> /org/axonframework/commandhandling","axon-messaging-4.11.0 -> axon-messaging-4.11.0","",""
"axon-messaging-4.11.0",,,false,,,3,1146,97,60,469,53,26,"/org/axonframework/eventhandling/async -> /org/axonframework/commandhandling,/org/axonframework/eventhandling/deadletter -> /org/axonframework/commandhandling,/org/axonframework/eventhandling/interceptors -> /org/axonframework/commandhandling,/org/axonframework/eventhandling/gateway -> /org/axonframework/commandhandling","axon-messaging-4.11.0 -> axon-messaging-4.11.0","",""
"axon-messaging-4.11.0",,,false,,,4,204,61,21,128,33,18,"/org/axonframework/lifecycle -> /org/axonframework/commandhandling,/org/axonframework/eventhandling/async -> /org/axonframework/commandhandling/callbacks,/org/axonframework/eventhandling/deadletter -> /org/axonframework/commandhandling/callbacks,/org/axonframework/eventhandling/interceptors -> /org/axonframework/commandhandling/callbacks","axon-messaging-4.11.0 -> axon-messaging-4.11.0","",""
"axon-messaging-4.11.0",,,false,,,5,7,3,5,7,3,5,"/org/axonframework/lifecycle -> /org/axonframework/commandhandling/callbacks,/org/axonframework/lifecycle -> /org/axonframework/messaging/responsetypes,/org/axonframework/lifecycle -> /org/axonframework/queryhandling/registration,/org/axonframework/commandhandling/callbacks -> /org/axonframework/common/property","axon-messaging-4.11.0 -> axon-messaging-4.11.0","",""
"axon-modelling-4.11.0",,,false,,,1,760,110,103,18,10,6,"/org/axonframework/modelling/command/inspection -> /org/axonframework/modelling/command,/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/modelling/command,/org/axonframework/modelling/command -> /org/axonframework/modelling/command/inspection,/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/modelling/command/inspection","axon-modelling-4.11.0 -> axon-modelling-4.11.0","",""
"axon-modelling-4.11.0",,,false,,,2,1593,101,88,4,4,1,"/org/axonframework/modelling/saga/repository/inmemory -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/modelling/saga/repository/jdbc -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/modelling/saga/repository/jpa -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/modelling/saga/repository/legacyjpa -> /org/axonframework/modelling/saga/metamodel","axon-modelling-4.11.0 -> axon-modelling-4.11.0","",""
"axon-modelling-4.11.0",,,true,,,1,760,110,103,53,9,18,"/org/axonframework/modelling/command -> /org/axonframework/commandhandling,/org/axonframework/modelling/command/inspection -> /org/axonframework/commandhandling,/org/axonframework/modelling/command -> /org/axonframework/common,/org/axonframework/modelling/command/inspection -> /org/axonframework/common","axon-modelling-4.11.0 -> axon-messaging-4.11.0","",""
"axon-modelling-4.11.0",,,true,,,2,1593,101,88,146,10,28,"/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/repository/jdbc -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/repository/jpa -> /org/axonframework/commandhandling","axon-modelling-4.11.0 -> axon-messaging-4.11.0","",""
"axon-modelling-4.11.0",,,true,,,3,1146,97,60,88,10,20,"/org/axonframework/modelling/saga/repository/inmemory -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/metamodel -> /org/axonframework/commandhandling,/org/axonframework/modelling/saga/repository -> /org/axonframework/commandhandling,/org/axonframework/modelling/command/legacyjpa -> /org/axonframework/commandhandling/callbacks","axon-modelling-4.11.0 -> axon-messaging-4.11.0","",""
"axon-modelling-4.11.0",,,true,,,4,204,61,21,18,7,5,"/org/axonframework/modelling/saga/repository/inmemory -> /org/axonframework/commandhandling/callbacks,/org/axonframework/modelling/saga/metamodel -> /org/axonframework/commandhandling/callbacks,/org/axonframework/modelling/saga/repository -> /org/axonframework/commandhandling/callbacks,/org/axonframework/modelling/command/inspection -> /org/axonframework/messaging/responsetypes","axon-modelling-4.11.0 -> axon-messaging-4.11.0","",""
"axon-server-connector-4.11.0",,,false,,,1,760,110,103,28,11,9,"/org/axonframework/axonserver/connector/processor -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/util -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/heartbeat -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/axonserver/connector","axon-server-connector-4.11.0 -> axon-server-connector-4.11.0","",""
"axon-server-connector-4.11.0",,,false,,,2,1593,101,88,38,11,7,"/org/axonframework/axonserver/connector -> /org/axonframework/axonserver/connector/processor,/org/axonframework/axonserver/connector/processor -> /org/axonframework/axonserver/connector/util,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/axonserver/connector/util,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/axonserver/connector/util","axon-server-connector-4.11.0 -> axon-server-connector-4.11.0","",""
"axon-server-connector-4.11.0",,,false,,,3,1146,97,60,16,10,2,"/org/axonframework/axonserver/connector/util -> /org/axonframework/axonserver/connector/processor,/org/axonframework/axonserver/connector/heartbeat -> /org/axonframework/axonserver/connector/processor,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/axonserver/connector/processor,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/axonserver/connector/processor","axon-server-connector-4.11.0 -> axon-server-connector-4.11.0","",""
"axon-server-connector-4.11.0",,,true,,,1,760,110,103,65,8,30,"/org/axonframework/axonserver/connector -> /org/axonframework/modelling/command,/org/axonframework/axonserver/connector/event/axon -> /org/axonframework/eventsourcing,/org/axonframework/axonserver/connector -> /org/axonframework/eventsourcing/eventstore,/org/axonframework/axonserver/connector/event/axon -> /org/axonframework/eventsourcing/eventstore","axon-server-connector-4.11.0 -> axon-modelling-4.11.0,axon-server-connector-4.11.0 -> axon-eventsourcing-4.11.0,axon-server-connector-4.11.0 -> axon-messaging-4.11.0,axon-server-connector-4.11.0 -> axon-configuration-4.11.0","",""
"axon-server-connector-4.11.0",,,true,,,2,1593,101,88,279,11,59,"/org/axonframework/axonserver/connector -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/processor -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/heartbeat -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/event/axon -> /org/axonframework/disruptor/commandhandling","axon-server-connector-4.11.0 -> axon-disruptor-4.11.0,axon-server-connector-4.11.0 -> axon-modelling-4.11.0,axon-server-connector-4.11.0 -> axon-eventsourcing-4.11.0,axon-server-connector-4.11.0 -> axon-messaging-4.11.0","",""
"axon-server-connector-4.11.0",,,true,,,3,1146,97,60,295,11,47,"/org/axonframework/axonserver/connector/util -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/disruptor/commandhandling,/org/axonframework/axonserver/connector/query -> /org/axonframework/disruptor/commandhandling","axon-server-connector-4.11.0 -> axon-disruptor-4.11.0,axon-server-connector-4.11.0 -> axon-modelling-4.11.0,axon-server-connector-4.11.0 -> axon-eventsourcing-4.11.0,axon-server-connector-4.11.0 -> axon-messaging-4.11.0","",""
"axon-server-connector-4.11.0",,,true,,,4,204,61,21,21,7,3,"/org/axonframework/axonserver/connector/util -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/axonserver/connector/heartbeat/source -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/axonserver/connector/heartbeat/connection/checker -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/axonserver/connector/query -> /org/axonframework/modelling/saga/metamodel","axon-server-connector-4.11.0 -> axon-modelling-4.11.0,axon-server-connector-4.11.0 -> axon-eventsourcing-4.11.0,axon-server-connector-4.11.0 -> axon-messaging-4.11.0","",""
"axon-spring-boot-autoconfigure-4.11.0",,,false,,,1,760,110,103,11,4,8,"/org/axonframework/actuator/axonserver -> /org/axonframework/actuator,/org/axonframework/springboot/autoconfig -> /org/axonframework/actuator/axonserver,/org/axonframework/springboot/autoconfig -> /org/axonframework/springboot,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot","axon-spring-boot-autoconfigure-4.11.0 -> axon-spring-boot-autoconfigure-4.11.0","",""
"axon-spring-boot-autoconfigure-4.11.0",,,false,,,2,1593,101,88,4,2,4,"/org/axonframework/springboot/autoconfig -> /org/axonframework/actuator,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/actuator/axonserver,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot/service/connection,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/springboot/util/jpa","axon-spring-boot-autoconfigure-4.11.0 -> axon-spring-boot-autoconfigure-4.11.0","",""
"axon-spring-boot-autoconfigure-4.11.0",,,false,,,3,1146,97,60,1,1,1,"/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/actuator","axon-spring-boot-autoconfigure-4.11.0 -> axon-spring-boot-autoconfigure-4.11.0","",""
"axon-spring-boot-autoconfigure-4.11.0",,,true,,,1,760,110,103,77,8,59,"/org/axonframework/springboot/autoconfig -> /org/axonframework/tracing/opentelemetry,/org/axonframework/springboot/autoconfig -> /org/axonframework/modelling/command,/org/axonframework/springboot/autoconfig -> /org/axonframework/modelling/saga,/org/axonframework/springboot/autoconfig -> /org/axonframework/modelling/saga/repository/jdbc","axon-spring-boot-autoconfigure-4.11.0 -> axon-tracing-opentelemetry-4.11.0,axon-spring-boot-autoconfigure-4.11.0 -> axon-modelling-4.11.0,axon-spring-boot-autoconfigure-4.11.0 -> axon-eventsourcing-4.11.0,axon-spring-boot-autoconfigure-4.11.0 -> axon-server-connector-4.11.0","",""
"axon-spring-boot-autoconfigure-4.11.0",,,true,,,2,1593,101,88,223,8,84,"/org/axonframework/springboot -> /org/axonframework/disruptor/commandhandling,/org/axonframework/springboot/autoconfig -> /org/axonframework/disruptor/commandhandling,/org/axonframework/springboot/autoconfig/legacyjpa -> /org/axonframework/disruptor/commandhandling,/org/axonframework/springboot/util -> /org/axonframework/disruptor/commandhandling","axon-spring-boot-autoconfigure-4.11.0 -> axon-disruptor-4.11.0,axon-spring-boot-autoconfigure-4.11.0 -> axon-tracing-opentelemetry-4.11.0,axon-spring-boot-autoconfigure-4.11.0 -> axon-modelling-4.11.0,axon-spring-boot-autoconfigure-4.11.0 -> axon-eventsourcing-4.11.0","",""
"axon-spring-boot-autoconfigure-4.11.0",,,true,,,3,1146,97,60,124,5,53,"/org/axonframework/actuator/axonserver -> /org/axonframework/disruptor/commandhandling,/org/axonframework/springboot/service/connection -> /org/axonframework/disruptor/commandhandling,/org/axonframework/actuator/axonserver -> /org/axonframework/modelling/command/inspection,/org/axonframework/springboot/service/connection -> /org/axonframework/modelling/command/inspection","axon-spring-boot-autoconfigure-4.11.0 -> axon-disruptor-4.11.0,axon-spring-boot-autoconfigure-4.11.0 -> axon-modelling-4.11.0,axon-spring-boot-autoconfigure-4.11.0 -> axon-eventsourcing-4.11.0,axon-spring-boot-autoconfigure-4.11.0 -> axon-server-connector-4.11.0","",""
"axon-spring-boot-autoconfigure-4.11.0",,,true,,,4,204,61,21,6,2,3,"/org/axonframework/actuator/axonserver -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/springboot/service/connection -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/actuator/axonserver -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/springboot/service/connection -> /org/axonframework/eventsourcing/conflictresolution","axon-spring-boot-autoconfigure-4.11.0 -> axon-modelling-4.11.0,axon-spring-boot-autoconfigure-4.11.0 -> axon-eventsourcing-4.11.0,axon-spring-boot-autoconfigure-4.11.0 -> axon-messaging-4.11.0","",""
"axon-test-4.11.0",,,false,,,1,760,110,103,12,5,5,"/org/axonframework/test/deadline -> /org/axonframework/test,/org/axonframework/test/eventscheduler -> /org/axonframework/test,/org/axonframework/test/saga -> /org/axonframework/test,/org/axonframework/test/aggregate -> /org/axonframework/test","axon-test-4.11.0 -> axon-test-4.11.0","",""
"axon-test-4.11.0",,,true,,,1,760,110,103,42,8,17,"/org/axonframework/test/aggregate -> /org/axonframework/modelling/command,/org/axonframework/test/aggregate -> /org/axonframework/modelling/command/inspection,/org/axonframework/test/saga -> /org/axonframework/modelling/saga,/org/axonframework/test/utils -> /org/axonframework/modelling/saga","axon-test-4.11.0 -> axon-modelling-4.11.0,axon-test-4.11.0 -> axon-eventsourcing-4.11.0,axon-test-4.11.0 -> axon-messaging-4.11.0","",""
"axon-test-4.11.0",,,true,,,2,1593,101,88,98,7,31,"/org/axonframework/test/saga -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/test/utils -> /org/axonframework/modelling/saga/metamodel,/org/axonframework/test/aggregate -> /org/axonframework/eventsourcing/conflictresolution,/org/axonframework/test/aggregate -> /org/axonframework/eventsourcing/snapshotting","axon-test-4.11.0 -> axon-modelling-4.11.0,axon-test-4.11.0 -> axon-eventsourcing-4.11.0,axon-test-4.11.0 -> axon-messaging-4.11.0","",""
"axon-test-4.11.0",,,true,,,3,1146,97,60,59,7,19,"/org/axonframework/test -> /org/axonframework/commandhandling,/org/axonframework/test/eventscheduler -> /org/axonframework/commandhandling,/org/axonframework/test/deadline -> /org/axonframework/commandhandling/callbacks,/org/axonframework/test/deadline -> /org/axonframework/common/annotation","axon-test-4.11.0 -> axon-messaging-4.11.0","",""
"axon-test-4.11.0",,,true,,,4,204,61,21,20,7,5,"/org/axonframework/test -> /org/axonframework/commandhandling/callbacks,/org/axonframework/test/eventscheduler -> /org/axonframework/commandhandling/callbacks,/org/axonframework/test -> /org/axonframework/common/property,/org/axonframework/test/deadline -> /org/axonframework/common/property","axon-test-4.11.0 -> axon-messaging-4.11.0","",""
"axon-tracing-opentelemetry-4.11.0",,,true,,,1,760,110,103,3,1,3,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/common,/org/axonframework/tracing/opentelemetry -> /org/axonframework/messaging,/org/axonframework/tracing/opentelemetry -> /org/axonframework/tracing","axon-tracing-opentelemetry-4.11.0 -> axon-messaging-4.11.0","",""
"axon-tracing-opentelemetry-4.11.0",,,true,,,2,1593,101,88,8,1,8,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/commandhandling,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/stream,/org/axonframework/tracing/opentelemetry -> /org/axonframework/deadline,/org/axonframework/tracing/opentelemetry -> /org/axonframework/eventhandling","axon-tracing-opentelemetry-4.11.0 -> axon-messaging-4.11.0","",""
"axon-tracing-opentelemetry-4.11.0",,,true,,,3,1146,97,60,15,1,15,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/commandhandling/callbacks,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/annotation,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/io,/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/transaction","axon-tracing-opentelemetry-4.11.0 -> axon-messaging-4.11.0","",""
"axon-tracing-opentelemetry-4.11.0",,,true,,,4,204,61,21,2,1,2,"/org/axonframework/tracing/opentelemetry -> /org/axonframework/common/property,/org/axonframework/tracing/opentelemetry -> /org/axonframework/serialization/upcasting","axon-tracing-opentelemetry-4.11.0 -> axon-messaging-4.11.0","",""
